event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file
WorldFood Moscow 2026,14 ЗВЕЗДНЫЕ ОРЕХИ ГИДА,14 Звездные Орехи Гида,"орехи, семена и сухофрукты, бакалея",Турция,,,B5118,Павильон 3 Зал 15,"БАКАЛЕЯ; Орехи, семена и сухофрукты",ИМПОРТ И ЭКСПОРТ СУШЕНЫХ ОРЕХОВ,,https://www.starnuts.tr,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzQxNjI=,34162,"БАКАЛЕЯ; Орехи, семена и сухофрукты ИМПОРТ И ЭКСПОРТ СУШЕНЫХ ОРЕХОВ",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,4a66a493ff9d43744b2eabd75b27ad5013f75c1d91365f4b108e7ecde72f31ae,source/detail_pages/detail_MzQxNjI=.html
WorldFood Moscow 2026,875,875,,Россия,,,B1135,Павильон 3 Зал 15,,,,,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor#offset-0,list-offset-0-card-4,875 Павильон 3 Зал 15 Стенд № - B1135 Россия <!--,listing_only,detail_url,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,,
WorldFood Moscow 2026,АВС Фрукты,АВС Фрукты,"энергетические напитки, соки, морсы и кисели, майонезы и кетчупы, соусы и маринады",Индия,,,A9039,Павильон 3 Зал 14,"БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ; МАСЛОЖИРОВАЯ ПРОДУКЦИЯ И СОУСЫ; Энергетические напитки; Соки, нектары, смузи; Морс, кисель; Майонезы, кетчупы; Соусы и маринады","Компания ABC Fruits — индийский производитель, поставщик и экспортер фруктовой мякоти и концентратов. Мы работаем как на внутреннем, так и на международном рынках. Наш клиентоориентированный подход и индивидуальные предложения в пищевой промышленности сделали нас одним из лучших производителей фруктовой мякоти в Индии.",Мякоть манго Альфонсо; Пюре из манго Тотапури; Пюре из незрелого зеленого манго; Пюре из белой гуавы; Пюре из розовой гуавы; Пюре из красной папайи; Банановое пюре; Ананасовое пюре; Концентрат манго Тотапури; Концентрат манго Нилам; Концентрат белой гуавы; Концентрат розовой гуавы; Банановый концентрат; Концентрат красной папайи; Томатная паста; Органическое пюре из манго сорта Альфонсо; Органическое пюре из манго Тотапури; Органический концентрат манго Тотапури; Органическое пюре из розовой гуавы; Органическое пюре из белой гуавы,https://www.abcfruits.com,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzE4NzY=,31876,"БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ; МАСЛОЖИРОВАЯ ПРОДУКЦИЯ И СОУСЫ; Энергетические напитки; Соки, нектары, смузи; Морс, кисель; Майонезы, кетчупы; Соусы и маринады Компания ABC Fruits — индийский производитель, поставщик и экспортер фруктовой мякоти и концентратов. Мы работаем как на внутреннем, так и на международном рынках. Наш клиентоориентированный подход и индивидуальные предложения в пищевой промышленности сделали нас одним из лучших производителей фруктовой мякоти в Индии. Мякоть манго Альфонсо Пюре из манго Тотапури Пюре из незрелого зеленого манго Пюре из белой гуавы Пюре из розовой гуавы Пюре из красной папайи Банановое пюре Ананасовое пюре",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,6b9348fb990fb8781805e61721eba68800b17cf24b7502b24bc2c3431c33635f,source/detail_pages/detail_MzE4NzY=.html
WorldFood Moscow 2026,Агрокластер Фуд Сити,Агрокластер Фуд Сити,,Россия,,,A1049,Павильон 3 Зал 14,ДРУГОЕ; NON-FOOD И УСЛУГИ ДЛЯ БИЗНЕСА; Другое; Реклама и маркетинг; Прочие товары категории non-food и услуги для бизнеса,"Агрокластер «Фуд Сити». Добро пожаловать в Оптово-Розничный Продовольственный Центр «Фуд Сити» — Агрокластер, который открыл двери для арендаторов и предпринимателей всего Мира.",,https://foodcity.ru/,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzIwNzE=,32071,"ДРУГОЕ; NON-FOOD И УСЛУГИ ДЛЯ БИЗНЕСА; Другое; Реклама и маркетинг; Прочие товары категории non-food и услуги для бизнеса Агрокластер «Фуд Сити». Добро пожаловать в Оптово-Розничный Продовольственный Центр «Фуд Сити» — Агрокластер, который открыл двери для арендаторов и предпринимателей всего Мира.",partial_missing_fields,products,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,e89dcb9fdcc651b211182bd7e662cd79be516b6ec55abd2749025976f943085b,source/detail_pages/detail_MzIwNzE=.html
WorldFood Moscow 2026,"АДЕЛЬДАН, ООО","Адельдан, Ооо","варенье, джемы, консервация",Россия,,,B3077,Павильон 3 Зал 15,"КОНСЕРВАЦИЯ; Варенье, джемы","Компания «АДЕЛЬДАН» занимается производством и продвижением фруктово-ягодной консервации и соусов под собственной торговой маркой, а также изготавливает аналогичную продукцию по заказам партнёров под их собственными торговыми марками (СТМ).",,https://www.adeldan.ru,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzIwMDU=,32005,"КОНСЕРВАЦИЯ; Варенье, джемы Компания «АДЕЛЬДАН» занимается производством и продвижением фруктово-ягодной консервации и соусов под собственной торговой маркой, а также изготавливает аналогичную продукцию по заказам партнёров под их собственными торговыми марками (СТМ).",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,11903dee946d50999cc409d631d7fda6d447fafc8b6a30441d9a01678d287723,source/detail_pages/detail_MzIwMDU=.html
WorldFood Moscow 2026,Айчин Теджарат Арас,Айчин Теджарат Арас,"орехи, семена и сухофрукты, бакалея",Ближний Восток,,,B1043,Павильон 3 Зал 14,"БАКАЛЕЯ; Орехи, семена и сухофрукты",Компания Aichin Tejarat Aras расположена в свободной торгово-промышленной зоне «Арас» и занимается переработкой и экспортом различных видов сухофруктов и орехов.,изюм,https://www.irannut.com,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzUzNzE=,35371,"БАКАЛЕЯ; Орехи, семена и сухофрукты Компания Aichin Tejarat Aras расположена в свободной торгово-промышленной зоне «Арас» и занимается переработкой и экспортом различных видов сухофруктов и орехов. изюм",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,bfc81fc3f301a989b7e08d15d5e154ff1c23ddfd945af518cd6583e87a4dfd3f,source/detail_pages/detail_MzUzNzE=.html
WorldFood Moscow 2026,Акционерное общество,Акционерное общество,"хлебобулочные изделия, конфетные изделия, шоколад и какао-продукты, кондитерские пасты, десертный мед, прочие кондитерские и хлебобулочные изделия",Турция,,,B5119,Павильон 3 Зал 15,"КОНДИТЕРСКИЕ И ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ; ЧАЙ, КОФЕ, КАКАО; Хлебобулочные изделия; Конфетные изделия; Шоколад и какао-продукты; Кондитерские пасты, десертный мед; Прочие кондитерские и хлебобулочные изделия; Сиропы; Горячий шоколад и какао","Melwiss Chocolate — турецкий производитель десертных соусов премиум-класса. В наш ассортимент входят соусы на основе молочного, белого и темного шоколада, а также фисташковый, карамельный и малиновый соусы и специальные соусы для шоколадных фонтанов (фондю). Наша продукция идеально подходит для вафель, блинов, мороженого, тортов, пирожных и множества других десертов. Мы уделяем особое внимание использованию высококачественных ингредиентов, стабильности вкуса, привлекательной упаковке и надежным производственным стандартам. Цель Melwiss Chocolate — выстраивание долгосрочных партнерских отношений с импортерами, дистрибьюторами, оптовыми и розничными компаниями, а также предприятиями сферы общественного питания по всему миру благодаря поставкам продукции высокого качества и надежному сервису.",Молочный десертный соус; Горьковатый десертный соус; Белый десертный соус; Десертный соус со вкусом малины; Десертный соус со вкусом фисташки; Жидкий десертный соус,http://cocowiss.com,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzQyNzM=,34273,"КОНДИТЕРСКИЕ И ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ; ЧАЙ, КОФЕ, КАКАО; Хлебобулочные изделия; Конфетные изделия; Шоколад и какао-продукты; Кондитерские пасты, десертный мед; Прочие кондитерские и хлебобулочные изделия; Сиропы; Горячий шоколад и какао Melwiss Chocolate — турецкий производитель десертных соусов премиум-класса. В наш ассортимент входят соусы на основе молочного, белого и темного шоколада, а также фисташковый, карамельный и малиновый соусы и специальные соусы для шоколадных фонтанов (фондю). Наша продукция идеально подходит для вафель, блинов, мороженого, тортов, пирожных и множества других десертов. Мы уделяем особое внимание использованию высококачественных ингредиентов, стабильности вкуса, привлекательной упаковке и надежным производственным стандартам. Цель Melwiss Chocolate — выстраивание долгосрочных партнерских отношений с импортерами, дистрибьюторами, оптовыми и розничными компаниями, а также предприятиями сферы общественного питания по всему миру благодаря поставкам продукции высокого качества и надежному сервису. Молочный десертный соус Горьковатый десертный соус Белый десертный соус Десертный соус со вкусом малины Десертный соус со вкусом фисташки Жидкий десертный соус",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,62f59ba89c33ab4e32ec13fe1e716c1e0085f2bbbb50ff0d8ee2b0cd722cb330,source/detail_pages/detail_MzQyNzM=.html
WorldFood Moscow 2026,АКЦИОНЕРНОЕ ОБЩЕСТВО JUST VIET,Акционерное Общество Just Viet,"снеки, чипсы, сухарики, попкорн, холодный чай, кофе, растворимый кофе, бакалея, безалкогольные напитки",Вьетнам,,,Not,Павильон 3 Зал 14,"БАКАЛЕЯ; БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ; ЧАЙ, КОФЕ, КАКАО; Снеки, чипсы, сухарики, попкорн; Холодный чай/кофе; Растворимый кофе","Основанная в 2016 году командой молодых специалистов с международным опытом и экспертом с 20-летним стажем в области растворимого кофе и чая, компания Just Viet вдохновляется богатством тропического урожая Вьетнама и стремится вывести местное сельское хозяйство на новый уровень. Just Viet сочетает современные технологии производства с тщательно отобранными ингредиентами местного происхождения, сохраняя аутентичность и внедряя инновации. Выпуск первого продукта состоялся в 2020 году. Продукция стала обязательной покупкой для иностранных туристов и получила наивысшие оценки на платформе Naver (крупнейшая социальная сеть Кореи) в 2023 году. Представлена более чем в 6 000 магазинах Вьетнама, во всех крупнейших торговых сетях (MT) и круглосуточных магазинах (CVS), занимает 1-е место по объёму продаж растворимого чая в туристическом секторе Вьетнама в 2024 году. К 2025 году продукты представлены на 6 рынках Азии, Европы и США. У нас есть 3 основные линейки продуктов: 1. Чай - Растворимый фруктовый чай - Чай в пакетиках 2. Растворимый кофе 3. Снеки (из натуральных фруктов)",Fruit tea with chia seeds - Peach Flavor; Fruit tea with chia seeds - Mango Flavor; Fruit tea with chia seeds - Passion Fruit Flavor; Fruit tea with chia seeds - Lychee Flavor; Fruit tea with chia seeds - Soursop Flavor; Fruit tea - Winter Melon Flavor; Matcha Latte; Mango Latte; Vietnamese Iced Milk Coffee; Black Coffee; Coconut Cappuccino; Durian Cappuccino; Mango Chips coated with Chocolate; Coconut Chips Coated With Chocolate; Фруктовый чай с семенами чиа - Вкус персика; Фруктовый чай с семенами чиа - Вкус манго; Фруктовый чай с семенами чиа - Вкус маракуйи; Фруктовый чай с семенами чиа - Вкус личи; Фруктовый чай с семенами чиа - Вкус сметанного яблока; Фруктовый чай - Вкус восковой тыквы,https://justviet.vn/,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzQ2ODE=,34681,"БАКАЛЕЯ; БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ; ЧАЙ, КОФЕ, КАКАО; Снеки, чипсы, сухарики, попкорн; Холодный чай/кофе; Растворимый кофе Основанная в 2016 году командой молодых специалистов с международным опытом и экспертом с 20-летним стажем в области растворимого кофе и чая, компания Just Viet вдохновляется богатством тропического урожая Вьетнама и стремится вывести местное сельское хозяйство на новый уровень. Just Viet сочетает современные технологии производства с тщательно отобранными ингредиентами местного происхождения, сохраняя аутентичность и внедряя инновации. Выпуск первого продукта состоялся в 2020 году. Продукция стала обязательной покупкой для иностранных туристов и получила наивысшие оценки на платформе Naver (крупнейшая социальная сеть Кореи) в 2023 году. Представлена более чем в 6 000 магазинах Вьетнама, во всех крупнейших торговых сетях (MT) и круглосуточных магазинах (CVS), занимает 1-е место по объёму продаж растворимого чая в туристическом секторе Вьетнама в 2024 году. К 2025 году продукты представлены на 6 рынках Азии, Европы и США. У нас есть 3 основные линейки продуктов: 1. Чай - Растворимый фруктовый чай - Чай в пакетиках 2. Растворимый кофе 3. Снеки (из натуральных фруктов) Fruit tea with chia seeds - Peach Flavor Fruit tea with chia seeds - Mango Flavor Fruit tea with chia seeds - Passion Fruit Flavor Fruit tea with chia seeds - Lychee Flavor Fruit tea with chia seeds - Soursop Flavor Fruit tea - Winter Melon Flavor Matcha Latte Mango Latte",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,75dbd61a6a01e77cf836e5857a0169b77f92080da25f1e726e06d642e300505e,source/detail_pages/detail_MzQ2ODE=.html
WorldFood Moscow 2026,Акционерное общество Корпорация VISIMEX,Акционерное общество Корпорация VISIMEX,"орехи, семена и сухофрукты, специи, приправы, пряности, сливочное масло, бакалея, молочная продукция и сыры",Вьетнам,,,Not,Павильон 3 Зал 14,"БАКАЛЕЯ; МОЛОЧНАЯ ПРОДУКЦИЯ И СЫРЫ; Орехи, семена и сухофрукты; Специи, приправы, пряности; Сливочное масло","Акционерное общество Visimex (Visimex Corporation Joint Stock Company, Visimex) было основано в 2002 году и является членом NIC Group. Являясь одним из ведущих производителей, переработчиков и экспортеров сельскохозяйственной продукции, специй и органических продуктов питания во Вьетнаме, Visimex стремится поставлять высококачественную продукцию клиентам по всему миру. Следуя философии «Think of Nature» («Думай о природе»), Visimex создала устойчивую цепочку создания ценности — от выращивания сырья до производства готовой продукции, обеспечивая качество, прослеживаемость происхождения и экологическую ответственность на каждом этапе. Наша продукция соответствует международно признанным стандартам, включая USDA Organic, EU Organic, BRCGS, HACCP, ISO 22000, ISO 9001, Halal, Kosher и Fairtrade. Сегодня продукция Visimex экспортируется более чем в 135 стран и территорий, удовлетворяя потребности импортеров, производителей пищевой продукции, дистрибьюторов и розничных сетей по всему миру.",ОРЕХИ КЕШЬЮ; КАССИЯ (КОРИЦА); ПЕРЕЦ; БАДЬЯН; ЗЕЛЁНЫЙ КОФЕ; СУШЁНАЯ КОКОСОВАЯ СТРУЖКА; ГРАНОЛА; СУШЁНЫЕ ФРУКТЫ; ПАСТА ИЗ КЕШЬЮ; АРОМАТИЗИРОВАННЫЙ КЕШЬЮ; АКЦИОНЕРНАЯ КОМПАНИЯ VISIMEX,https://visimex.com/,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzQ2NzU=,34675,"БАКАЛЕЯ; МОЛОЧНАЯ ПРОДУКЦИЯ И СЫРЫ; Орехи, семена и сухофрукты; Специи, приправы, пряности; Сливочное масло Акционерное общество Visimex (Visimex Corporation Joint Stock Company, Visimex) было основано в 2002 году и является членом NIC Group. Являясь одним из ведущих производителей, переработчиков и экспортеров сельскохозяйственной продукции, специй и органических продуктов питания во Вьетнаме, Visimex стремится поставлять высококачественную продукцию клиентам по всему миру. Следуя философии «Think of Nature» («Думай о природе»), Visimex создала устойчивую цепочку создания ценности — от выращивания сырья до производства готовой продукции, обеспечивая качество, прослеживаемость происхождения и экологическую ответственность на каждом этапе. Наша продукция соответствует международно признанным стандартам, включая USDA Organic, EU Organic, BRCGS, HACCP, ISO 22000, ISO 9001, Halal, Kosher и Fairtrade. Сегодня продукция Visimex экспортируется более чем в 135 стран и территорий, удовлетворяя потребности импортеров, производителей пищевой продукции, дистрибьюторов и розничных сетей по всему миру. ОРЕХИ КЕШЬЮ КАССИЯ (КОРИЦА) ПЕРЕЦ БАДЬЯН ЗЕЛЁНЫЙ КОФЕ СУШЁНАЯ КОКОСОВАЯ СТРУЖКА ГРАНОЛА СУШЁНЫЕ ФРУКТЫ",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,165a8ca05ea385a76280c1a6a16d16b2e4da7be3c86001563495a352dfa40462,source/detail_pages/detail_MzQ2NzU=.html
WorldFood Moscow 2026,АКЦИОНЕРНОЕ ОБЩЕСТВО ПО ТЕХНОЛОГИИ ПЕРЕРАБОТКИ И ЭКСПОРТУ BANACO,Акционерное Общество По Технологии Переработки И Экспорту Banaco,"мука и крахмал, орехи, семена и сухофрукты, бакалея",Вьетнам,,,Not,Павильон 3 Зал 14,"БАКАЛЕЯ; Мука и крахмал; Орехи, семена и сухофрукты","Акционерное общество «Технологии переработки и экспорта Банако» (Banaco Processing and Export Technology Joint Stock Company) гордится тем, что является пионером в производстве и дистрибуции высококачественной сушеной сельхозпродукции. Мы предлагаем разнообразную экосистему продуктов: от вкусных перекусов, таких как сухофрукты (манго, банан, джекфрут) и питательные орехи (кешью, миндаль), до специализированных продуктов для здоровья, таких как злаковые порошки и резистентный крахмал из зеленых бананов. Благодаря применению современных технологий переработки, каждый продукт Banaco не только сохраняет свой естественный вкус, но и сберегает необходимую пищевую ценность, строго соблюдая стандарты санитарии и безопасности пищевых продуктов, чтобы обеспечить потребителям абсолютное спокойствие.",Бананы сушеные; Порошок из зелёных бананов Кавендиш; Мультизлаковый порошок с зелёным бананом; Быстрорастворимый обжаренный порошок из зелёных бананов Кавендиш,https://banaco.com.vn,,,https://exhibitors-itegroup.exhibitoronlinemanual.com/worldfood-moscow-2026/ru/Exhibitor/ExbDetails/MzQ2Nzg=,34678,"БАКАЛЕЯ; Мука и крахмал; Орехи, семена и сухофрукты Акционерное общество «Технологии переработки и экспорта Банако» (Banaco Processing and Export Technology Joint Stock Company) гордится тем, что является пионером в производстве и дистрибуции высококачественной сушеной сельхозпродукции. Мы предлагаем разнообразную экосистему продуктов: от вкусных перекусов, таких как сухофрукты (манго, банан, джекфрут) и питательные орехи (кешью, миндаль), до специализированных продуктов для здоровья, таких как злаковые порошки и резистентный крахмал из зеленых бананов. Благодаря применению современных технологий переработки, каждый продукт Banaco не только сохраняет свой естественный вкус, но и сберегает необходимую пищевую ценность, строго соблюдая стандарты санитарии и безопасности пищевых продуктов, чтобы обеспечить потребителям абсолютное спокойствие. Бананы сушеные Порошок из зелёных бананов Кавендиш Мультизлаковый порошок с зелёным бананом Быстрорастворимый обжаренный порошок из зелёных бананов Кавендиш",ok,,2026-08-22T20:17:05Z,worldfood-moscow-2026-ite-public-directory-signo-v1.0.1,ITE ajax exhibitor list,54daabf21f84b5532ed7b19ac197a8c81dc69a72c671f498bf80629a8affdeb5,source/detail_pages/detail_MzQ2Nzg=.html
