event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet
БАД-EXPO 2026,ImmunoHealth,ImmunoHealth,"пробиотики, растительные экстракты, масла, грибные продукты",,,,01-1,"Event Hall Даниловский, Москва",пробиотики; растительные экстракты; масла; грибные продукты,"Тест «Иммунохелс» – диагностика индивидуальных реакций иммунной системы на продукты питания. Кандигон – препарат, подавляющий патогенную микрофлору кишечника. В нем собраны природные экстракты и ароматические масла, наиболее эффективно подавляющие рост и размножение всех патогенных штаммов дрожжеподобного патогенного грибка Candida. Флорабион – комплекс пробиотиков (бифидобактерий, лактобактерий и пропионовокислых бактерий) для восстановления нормальной микрофлоры кишечника. immunohealth.ru",,https://immunohealth.ru/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:001,"ImmunoHealth cтенд № 01-1 Тест «Иммунохелс» – диагностика индивидуальных реакций иммунной системы на продукты питания. Кандигон – препарат, подавляющий патогенную микрофлору кишечника. В нем собраны природные экстракты и ароматические масла, наиболее эффективно подавляющие рост и размножение всех патогенных штаммов дрожжеподобного патогенного грибка Candida. Флорабион – комплекс пробиотиков (бифидобактерий, лактобактерий и пропионовокислых бактерий) для восстановления нормальной микрофлоры кишечника. immunohealth.ru",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,ПЕРВЫЙ ЖИВОЙ КОЛЛАГЕН,Первый Живой Коллаген,коллаген,,,,01-2,"Event Hall Даниловский, Москва",коллаген,"«Первый живой коллаген» – бренд, занимающий лидирующие позиции в производстве натурального коллагена и продуктов на его основе. Компания создаёт продукцию по особой природоподобной технологии без нагревания. Это позволяет сохранить природную структуру белка и обеспечить максимальную усвояемость организмом. В состав формулы входят: комплекс из трёх типов коллагена (I, II и III); природный эластин для восстановления тканей; 14 микро- и макроэлементов в естественных пропорциях; натуральные компоненты. Ключевые преимущества бренда: высокая усвояемость благодаря особой технологии производства; комплексное действие на организм; большой ассортимент; клинически доказанная эффективность. Результаты применения: упругая кожа и здоровый внешний вид; здоровые суставы и крепкие связки; сильные волосы и крепкие ногти. Качество продукции подтверждено международными стандартами ISO и HACCP, а также серти",,https://colla-gen.com/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:002,"ПЕРВЫЙ ЖИВОЙ КОЛЛАГЕН cтенд № 01-2 «Первый живой коллаген» – бренд, занимающий лидирующие позиции в производстве натурального коллагена и продуктов на его основе. Компания создаёт продукцию по особой природоподобной технологии без нагревания. Это позволяет сохранить природную структуру белка и обеспечить максимальную усвояемость организмом. В состав формулы входят: комплекс из трёх типов коллагена (I, II и III); природный эластин для восстановления тканей; 14 микро- и макроэлементов в естественных пропорциях; натуральные компоненты. Ключевые преимущества бренда: высокая усвояемость благодаря особой технологии производства; комплексное действие на организм; большой ассортимент; клинически доказанная эффективность. Результаты применения: упругая кожа и здоровый внешний вид; здоровые суставы и крепкие связки; сильные волосы и крепкие ногти. Качество продукции подтверждено международными стандартами ISO и HACCP, а также сертификатом ХАЛЯЛЬ. colla-gen.com",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,ООО «БиоПродукт»,БиоПродукт,"растительные экстракты, грибные продукты",,,,01-3,"Event Hall Даниловский, Москва",растительные экстракты; грибные продукты,"Компания «БиоПродукт» осуществляет деятельность по производству функционального фермерского питания быстрого приготовления: Нейросуп и нейрокаша, а так же натуральных грибных добавок на основе собственного сырья, а также на основе натурального сырья Владимирских сельхозпроизводителей. Компания «БиоПродукт» занимается выращиванием, переработкой и хранением сырья: ягод, грибов, пищевых цветов, овощей, фруктов, а также дикорастущих грибов, ягод и растений. Компания «БиоПродукт» имеет собственное производство, изготавливает широкий ассортимент качественных сушеных фруктов, ягод, овощей и трав. Также разработана и введена в производство новая линейка продуктов – это пищевые красители и ароматизаторы, которые изготавливаются на основе сока ягод, фруктов и овощей. Компания «БиоПродукт» принимает участие на регулярной основе в Международных и российских выставках и ярмарках. ООО «БиоПродукт» явл",,https://vsegrib.ru/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:003,"ООО «БиоПродукт» стенд № 01-3 Компания «БиоПродукт» осуществляет деятельность по производству функционального фермерского питания быстрого приготовления: Нейросуп и нейрокаша, а так же натуральных грибных добавок на основе собственного сырья, а также на основе натурального сырья Владимирских сельхозпроизводителей. Компания «БиоПродукт» занимается выращиванием, переработкой и хранением сырья: ягод, грибов, пищевых цветов, овощей, фруктов, а также дикорастущих грибов, ягод и растений. Компания «БиоПродукт» имеет собственное производство, изготавливает широкий ассортимент качественных сушеных фруктов, ягод, овощей и трав. Также разработана и введена в производство новая линейка продуктов – это пищевые красители и ароматизаторы, которые изготавливаются на основе сока ягод, фруктов и овощей. Компания «БиоПродукт» принимает участие на регулярной основе в Международных и российских выставках и ярмарках. ООО «БиоПродукт» является победителем федеральной Национальной предпринимательской премии «Бизнес-успех» в номинации «Лучший сельскохозяйственный проект» Уникальность производства заключаетс",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,iTAB,iTAB,"коллаген, витамины, бады, здоровое питание",,,,01-4,"Event Hall Даниловский, Москва",коллаген; витамины; бады; здоровое питание,"ООО «АЙ ТАБ» (бренд iTAB) – крупнейший в России маркетплейс только качественных продуктов для здоровья. Специализируется на производстве и продаже БАД. В ассортименте 2000 товаров, тщательно отобранных медицинской комиссией. Компанию выбирают десятки тысяч покупателей, с ней сотрудничают ведущие интегративные врачи и нутрициологи, а продукты не содержат лактозы, глютена и диоксида титана. Из огромного числа товаров отбирается только безопасное, биодоступное и в рабочих дозировках. Среди бестселлеров – единственный на рынке РФ жидкий комплекс витаминов группы В в активной форме. Вкусный жидкий коллаген, от которого невозможно оторваться. С дополнительными ингредиентами для максимальной усвояемости. Единственный отечественный мелатонин на растительной основе. С растительным 5-HTP и активным витамином В6 для максимального эффекта. Магниевый комплекс в 5 формах для укрепления нервной и мышеч",,http://www.itab.pro,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:004,"iTAB стенд № 01-4 ООО «АЙ ТАБ» (бренд iTAB) – крупнейший в России маркетплейс только качественных продуктов для здоровья. Специализируется на производстве и продаже БАД. В ассортименте 2000 товаров, тщательно отобранных медицинской комиссией. Компанию выбирают десятки тысяч покупателей, с ней сотрудничают ведущие интегративные врачи и нутрициологи, а продукты не содержат лактозы, глютена и диоксида титана. Из огромного числа товаров отбирается только безопасное, биодоступное и в рабочих дозировках. Среди бестселлеров – единственный на рынке РФ жидкий комплекс витаминов группы В в активной форме. Вкусный жидкий коллаген, от которого невозможно оторваться. С дополнительными ингредиентами для максимальной усвояемости. Единственный отечественный мелатонин на растительной основе. С растительным 5-HTP и активным витамином В6 для максимального эффекта. Магниевый комплекс в 5 формах для укрепления нервной и мышечной системы, здоровья кишечника и микробиома, работы головного мозга и сердца. itab.pro",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,МАТЕРИА БИО ПРОФИ ЦЕНТР,Материа Био Профи Центр,"растительные экстракты, фитосвечи",,,,02-1,"Event Hall Даниловский, Москва",растительные экстракты; фитосвечи,"Материа Био Профи Центр – ведущий производитель фитопродукции c более чем 15-летним опытом работы. Наша компания гордится собственными разработками и технологичным производством, которое оснащено современным оборудованием и отвечает самым строгим стандартам качества. В ассортименте компании представлены, как собственные продукты, так и товары ведущих производителей фитотоваров. Новинки собственного производства: Фитосвечи – ANDROSAFE и GYNOSAFE! Эти природные продукты созданы для вашего здоровья и благополучия. GYNOSAFE для женщин – экстракты боровой матки и красной щётки нормализуют гормональный фон и активизируют ваши внутренние силы для борьбы с недугами. Ингредиенты, такие как калган и ятрышник, обладают мощными противовоспалительными и детоксикационными свойствами, очищая лимфатическую систему и помогая вашему организму вернуть баланс. ANDROSAFE для мужчин – свечи с экстрактом панто",,https://apifito24.ru/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:005,"МАТЕРИА БИО ПРОФИ ЦЕНТР стенд № 02-1 Материа Био Профи Центр – ведущий производитель фитопродукции c более чем 15-летним опытом работы. Наша компания гордится собственными разработками и технологичным производством, которое оснащено современным оборудованием и отвечает самым строгим стандартам качества. В ассортименте компании представлены, как собственные продукты, так и товары ведущих производителей фитотоваров. Новинки собственного производства: Фитосвечи – ANDROSAFE и GYNOSAFE! Эти природные продукты созданы для вашего здоровья и благополучия. GYNOSAFE для женщин – экстракты боровой матки и красной щётки нормализуют гормональный фон и активизируют ваши внутренние силы для борьбы с недугами. Ингредиенты, такие как калган и ятрышник, обладают мощными противовоспалительными и детоксикационными свойствами, очищая лимфатическую систему и помогая вашему организму вернуть баланс. ANDROSAFE для мужчин – свечи с экстрактом пантов марала, способствуют очищению и омоложению клеток. А бобровая струя, известная своими адаптогенными свойствами, помогает защитить от инфекций и поддерживает серд",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,Простые решения,Простые решения,растительные экстракты,,,,02-2,"Event Hall Даниловский, Москва",растительные экстракты,"В современном мире, где каждый из нас старается многое успеть, мы уделяем крайне недостаточно внимания самому ценному, что у нас есть – собственному здоровью. Для поиска путей решения проблемы сохранения и восстановления здоровья современного человека команда молодых специалистов Алтайской производственной компании «Простые решения» реализовала идею создания натуральных, инновационных и уникальных продуктов на основе растительного сырья Алтая. Используя современные научные достижения и практические знания, были разработаны линейки натуральных концентратов в твердых и мягких желатиновых капсулах. Положительные результаты от приема концентратов – это наш профессиональный успех, мы испытываем огромное удовлетворение от своей работы, каждый день осознавая, что сделали этот мир чуточку лучше! Помогли людям улучшить их здоровье и самочувствие. altaitrd.ru",,https://altaitrd.ru/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:006,"Простые решения стенд № 02-2 В современном мире, где каждый из нас старается многое успеть, мы уделяем крайне недостаточно внимания самому ценному, что у нас есть – собственному здоровью. Для поиска путей решения проблемы сохранения и восстановления здоровья современного человека команда молодых специалистов Алтайской производственной компании «Простые решения» реализовала идею создания натуральных, инновационных и уникальных продуктов на основе растительного сырья Алтая. Используя современные научные достижения и практические знания, были разработаны линейки натуральных концентратов в твердых и мягких желатиновых капсулах. Положительные результаты от приема концентратов – это наш профессиональный успех, мы испытываем огромное удовлетворение от своей работы, каждый день осознавая, что сделали этот мир чуточку лучше! Помогли людям улучшить их здоровье и самочувствие. altaitrd.ru",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,aclon,aclon,"бады, грибные продукты",,,,03-1,"Event Hall Даниловский, Москва",бады; грибные продукты,"@aclon.store – российский производитель пищевых добавок для здоровья и красоты. Наши главные продукты Флуревиты – пищевые продукты нового поколения в виде водных растворов особых белково-пептидных соединений (биополимеров), представляющих группу мембранотропных гомеостатических тканеспецифических биорегуляторов (МГТБ) природного происхождения, выделенных из малого матрикса животных, растений и грибов. Полностью натуральный продукт. В ассортименте компании более 70 видов продукции с Флуревитами! Наше производство сертифицировано по стандарту GMP, а квалифицированный персонал сертифицирован и обучен по стандартам ISO. Всех будем рады видеть на выставке БАД-EXPO! Наши представители будут встречать вас возле стенда №02-2, который находится слева от центрального входа. aclon.ru",,https://aclon.ru/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:007,"aclon стенд № 03-1 @aclon.store – российский производитель пищевых добавок для здоровья и красоты. Наши главные продукты Флуревиты – пищевые продукты нового поколения в виде водных растворов особых белково-пептидных соединений (биополимеров), представляющих группу мембранотропных гомеостатических тканеспецифических биорегуляторов (МГТБ) природного происхождения, выделенных из малого матрикса животных, растений и грибов. Полностью натуральный продукт. В ассортименте компании более 70 видов продукции с Флуревитами! Наше производство сертифицировано по стандарту GMP, а квалифицированный персонал сертифицирован и обучен по стандартам ISO. Всех будем рады видеть на выставке БАД-EXPO! Наши представители будут встречать вас возле стенда №02-2, который находится слева от центрального входа. aclon.ru",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,Борк Медикаменты,Борк Медикаменты,"пробиотики, коллаген",,,,03-2,"Event Hall Даниловский, Москва",пробиотики; коллаген,"Компания Bork Health была основана в Стамбуле с целью сделать здоровую жизнь доступной каждому. Сегодня, будучи самым быстрорастущим брендом пищевых добавок в Турции, мы лидируем в отрасли, предлагая более 85 инновационных продуктов, производимых на нашем сертифицированном GMP предприятии площадью 5000 м² в европейской части Стамбула, инвестируя значительные средства в исследования и разработки. Наши активные формулы, такие как пробиотические комплексы, коллагены, липосомальные формы концентраты Магния и Омега-3 встречаются потребителям в более чем 5200 аптеках по всей Турции с веганскими сертификатами, без Глютена и без ГМО. Завершив в прошлом году процедуру официальной регистрации 48 наших продуктов в России, мы сможем придать больше доверия потребителям. Мы сделали решающий шаг для выхода на российский рынок и открыли склад в Москве. Наша цель – к концу 2025 году позиционировать нашу",,,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:008,"Борк Медикаменты стенд № 03-2 Компания Bork Health была основана в Стамбуле с целью сделать здоровую жизнь доступной каждому. Сегодня, будучи самым быстрорастущим брендом пищевых добавок в Турции, мы лидируем в отрасли, предлагая более 85 инновационных продуктов, производимых на нашем сертифицированном GMP предприятии площадью 5000 м² в европейской части Стамбула, инвестируя значительные средства в исследования и разработки. Наши активные формулы, такие как пробиотические комплексы, коллагены, липосомальные формы концентраты Магния и Омега-3 встречаются потребителям в более чем 5200 аптеках по всей Турции с веганскими сертификатами, без Глютена и без ГМО. Завершив в прошлом году процедуру официальной регистрации 48 наших продуктов в России, мы сможем придать больше доверия потребителям. Мы сделали решающий шаг для выхода на российский рынок и открыли склад в Москве. Наша цель – к концу 2025 году позиционировать нашу продукцию в 5500 аптеках России. t.me/Borkhealth",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,ЮНИКА ТРЕЙД,Юника Трейд,"здоровое питание, напитки",,,,04,"Event Hall Даниловский, Москва",здоровое питание; напитки,"ЮНИКА ТРЕЙД - импортер кокосовой продукции из Азии, производитель кокосовой сгущенки, и магазин вкусных и полезных продуктов. Наш собственный бренд UFOOD.MARKET, под которым представлен ассортимент какао и кокосовой продукции, в том числе кокосовая сгущенка, которую мы варим в Санкт-Петербурге. Бренд ACP Vico Rich - это крупный бренд напитков из кокоса из Юго-Восточной Азии, по которому мы являемся эксклюзивными импортерами. Топом продаж и гордостью в этой категории является кокосовое молоко Vico Rich, состоящее на 100% из мякоти кокоса, которое последние годы набирает популярность и узнаваемость на рынке России и СНГ. ufood.market",,https://ufood.market/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:009,"ЮНИКА ТРЕЙД стенд № 04 ЮНИКА ТРЕЙД - импортер кокосовой продукции из Азии, производитель кокосовой сгущенки, и магазин вкусных и полезных продуктов. Наш собственный бренд UFOOD.MARKET, под которым представлен ассортимент какао и кокосовой продукции, в том числе кокосовая сгущенка, которую мы варим в Санкт-Петербурге. Бренд ACP Vico Rich - это крупный бренд напитков из кокоса из Юго-Восточной Азии, по которому мы являемся эксклюзивными импортерами. Топом продаж и гордостью в этой категории является кокосовое молоко Vico Rich, состоящее на 100% из мякоти кокоса, которое последние годы набирает популярность и узнаваемость на рынке России и СНГ. ufood.market",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
БАД-EXPO 2026,ЮНИКА ТРЕЙД,Юника Трейд,витамины,,,,05,"Event Hall Даниловский, Москва",витамины,"BioMagic - это витамины и добавки для здоровья всей семьи. Уникальность нашей продукции заключается в волшебных формулах, эффективность которых поражает всех, кто хоть раз пробовал наши добавки. Мы точно знаем, как работает любая формула, разработанная BioMagic. Какие-то добавки придают вам энергии и сил на весь день? Это не случайность, такой эффект был задуман учеными во время создания формулы. С помощью продукции BioMagic вы можете не только восполнять дефициты витаминов и минералов, но и регулировать свое состояние: улучшить сон, снизить уровень стресса, увеличить количество энергии и сил, укрепить иммунитет в сезон ОРВИ и гриппа — благодаря BioMagic мы можем повышать качество нашей жизни. Витамины и добавки BioMagic это: чистые и органические составы без критичных ингредиентов разработки ученых, применяющих новейшие технологии удобные формы в виде капель, которые легко дозировать да",,https://biomagic.store/,,,https://baa-expo.ru/uchastniki_old_20,baa-expo-march-2026:010,"ЮНИКА ТРЕЙД стенд № 05 BioMagic - это витамины и добавки для здоровья всей семьи. Уникальность нашей продукции заключается в волшебных формулах, эффективность которых поражает всех, кто хоть раз пробовал наши добавки. Мы точно знаем, как работает любая формула, разработанная BioMagic. Какие-то добавки придают вам энергии и сил на весь день? Это не случайность, такой эффект был задуман учеными во время создания формулы. С помощью продукции BioMagic вы можете не только восполнять дефициты витаминов и минералов, но и регулировать свое состояние: улучшить сон, снизить уровень стресса, увеличить количество энергии и сил, укрепить иммунитет в сезон ОРВИ и гриппа — благодаря BioMagic мы можем повышать качество нашей жизни. Витамины и добавки BioMagic это: чистые и органические составы без критичных ингредиентов разработки ученых, применяющих новейшие технологии удобные формы в виде капель, которые легко дозировать даже маленьким детям BioMagic волшебная сила природы в каждой добавке! biomagic",ok,,2026-07-11T20:29:22.043355+00:00,bad-expo-2026-official-baa-expo-signo-pipeline-v1.0.0,official_baa_expo_participants_march_2026
